type	source	date	amount	purpose_scrubbed	property_scrubbed	purpose	property	city	state
FEC	Donald J. Trump for President, Inc.	Mar 31, 2016	2536.34	Payroll	Trump Tower Commercial LLC	IN-KIND: PRE-PAID PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 1, 2016	6000.0	Rent	Trump CPS LLC	RENT	TRUMP CPS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 6, 2016	3706.98	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 7, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 14, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 16, 2016	3706.98	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 21, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 25, 2016	8366.14	Lodging	Trump Hotel Chicago	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL AND TOWER CHICAGO	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Apr 28, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Apr 29, 2016	585470.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Apr 30, 2016	1000.0	Rent	Trump Restaurants LLC	RENT AND UTILITIES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Apr 30, 2016	35457.5	Rent	Trump Tower Commercial LLC	RENT AND UTILITIES	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 1, 2016	5297.45	Payroll	Trump Payroll Corp	IN-KIND: PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	May 1, 2016	6000.0	Rent	Trump CPS LLC	RENT	TRUMP CPS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	May 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	May 4, 2016	1287.92	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL/CATERING	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	May 4, 2016	983.68	Lodging	Trump Virginia Acquisitions, LLC	TRAVEL: LODGING	TRUMP VIRGINIA ACQUISITIONS, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	May 5, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 12, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 14, 2016	3706.98	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	May 16, 2016	2650.66	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL/CATERING	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	May 18, 2016	35845.0	Event	Trump Golf Club Jupiter	FACILITY RENTAL/CATERING	TRUMP NATIONAL GOLF CLUB	Jupiter	FL
FEC	Donald J. Trump for President, Inc.	May 18, 2016	29715.42	Event	Trump Golf Club Palm Beach	FACILITY RENTAL/CATERING	TRUMP INTERNATIONAL GOLF CLUB, L.C.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	May 18, 2016	125080.31	Rent	Trump Restaurants LLC	RENT AND UTILITIES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	May 19, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 25, 2016	349540.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	May 26, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	May 28, 2016	11023.12	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	May 31, 2016	72800.0	Rent	Trump Tower Commercial LLC	RENT AND UTILITIES	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 1, 2016	6000.0	Rent	Trump CPS LLC	RENT	TRUMP CPS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 2, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 8, 2016	428.53	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 9, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 9, 2016	1000.0	Rent	Trump Restaurants LLC	RENT AND UTILITIES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 9, 2016	110684.17	Rent	Trump Tower Commercial LLC	RENT AND UTILITIES	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 11, 2016	9651.47	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 16, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 23, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jun 25, 2016	9106.13	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 27, 2016	398.53	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS [AMEX: SB23.2140641]	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 27, 2016	671.11	Lodging	Trump Soho NY	TRAVEL: LODGING [AMEX: SB23.1615120]	TRUMP HOTEL SOHO	New York	NY
FEC	Donald J. Trump for President, Inc.	Jun 27, 2016	466464.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Jun 30, 2016	21330.0	Event	Trump Golf Club Bedminster	FACILITY RENTAL/CATERING	TRUMP NATIONAL GOLF CLUB	Bedminster	NJ
FEC	Donald J. Trump for President, Inc.	Jun 30, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 7, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 9, 2016	1168.54	Lodging	Trump Golf Club Miami	TRAVEL: LODGING [AMEX: SB23.2140641]	TRUMP NATIONAL DORAL	Miami	FL
FEC	Donald J. Trump for President, Inc.	Jul 9, 2016	3549.71	Lodging	Trump Golf Club Miami	TRAVEL: LODGING [AMEX: SB23.2140641]	TRUMP NATIONAL DORAL	Miami	FL
FEC	Donald J. Trump for President, Inc.	Jul 9, 2016	9752.12	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 10, 2016	538.73	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS [AMEX: SB23.2140641]	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 10, 2016	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 10, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 13, 2016	1936.98	Event	Trump Hotel NY	FACILITY RENTAL	TRUMP INTERNATIONAL HOTEL AND TOWER	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 13, 2016	216.0	Lodging	Trump Golf Club Miami	TRAVEL: LODGING [AMEX: SB23.2140641]	TRUMP NATIONAL DORAL	Miami	FL
FEC	Donald J. Trump for President, Inc.	Jul 13, 2016	495070.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Jul 14, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 19, 2016	306.67	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS [AMEX: SB23.2140641]	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 21, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 23, 2016	23775.5	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 28, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Jul 29, 2016	3596.01	Event	Trump Golf Club Miami	EVENT STAGING EXPENSE	TRUMP NATIONAL DORAL	Miami	FL
FEC	Donald J. Trump for President, Inc.	Jul 29, 2016	48239.77	Event	Trump Golf Club Westchester	FACILITY RENTAL AND CATERING	TRUMP NATIONAL GOLF CLUB - WESTCHESTER	Briarcliff Manor	NY
FEC	Donald J. Trump for President, Inc.	Jul 29, 2016	428.53	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Jul 29, 2016	3.27	Other	Trump Restaurants LLC	OFFICE SUPPLIES	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 4, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 6, 2016	10418.81	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 10, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 11, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 15, 2016	927.37	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 15, 2016	927.37	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 15, 2016	927.37	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 18, 2016	601.44	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 18, 2016	2574.42	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 19, 2016	899.36	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 20, 2016	3127.32	Lodging	Trump Hotel Las Vegas	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL LAS VEGAS	Las Vegas	NV
FEC	Donald J. Trump for President, Inc.	Aug 20, 2016	7401.56	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 22, 2016	1152.36	Lodging	Trump Hotel Chicago	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL CHICAGO	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Aug 22, 2016	384.12	Lodging	Trump Hotel Chicago	TRAVEL: LODGING [AMEX: SB23.4583]	TRUMP INTERNATIONAL HOTEL CHICAGO	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Aug 25, 2016	1162.16	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 25, 2016	7635.69	Lodging	Trump Hotel Chicago	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL AND TOWER CHICAGO	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Aug 25, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Aug 26, 2016	829.63	Other	Other	OFFICE SUPPLIES	THE TRUMP SECURITY	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 29, 2016	4275.0	Event	Trump Golf Club Bedminster	FACILITY RENTAL/CATERING	TRUMP NATIONAL GOLD CLUB - BEDMINSTER	Bedminster	NJ
FEC	Donald J. Trump for President, Inc.	Aug 29, 2016	430.51	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 29, 2016	430.51	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 31, 2016	2066.44	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Aug 31, 2016	319496.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Sep 1, 2016	2573.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 3, 2016	6197.32	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 8, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 9, 2016	868.0	Event	Other	FACILITY RENTAL	TRUMP PARK AVENUE, LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 9, 2016	231.98	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 9, 2016	2000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 9, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 9, 2016	283464.0	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Sep 12, 2016	9480.5	Event	Trump Golf Club Charlotte	FACILITY RENTAL/CATERING	TRUMP NATIONAL GOLF CLUB CHARLOTTE	Moorseville	NC
FEC	Donald J. Trump for President, Inc.	Sep 12, 2016	417.55	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	1202.25	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	1202.25	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	801.5	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	1202.25	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	1202.25	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	801.5	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 15, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 16, 2016	400.75	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 16, 2016	400.75	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 17, 2016	533.45	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 17, 2016	533.45	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 17, 2016	8735.72	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 20, 2016	7173.6	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 20, 2016	7173.6	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 22, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 23, 2016	1127.03	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 23, 2016	1127.03	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 23, 2016	2419.08	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 23, 2016	2419.08	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	1021.43	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	1242.76	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	1021.43	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	458.77	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	1242.76	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 26, 2016	458.77	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2587063]	TRUMP HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 29, 2016	956.26	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 29, 2016	2172.45	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 29, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Sep 30, 2016	925.11	Lodging	Trump Hotel Chicago	TRAVEL: LODGING	TRUMP INTERNATIONAL HOTEL AND TOWER CHICAGO	Chicago	IL
FEC	Donald J. Trump for President, Inc.	Sep 30, 2016	828.26	Other	Trump Ice LLC	OFFICE SUPPLIES	TRUMP ICE LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Sep 30, 2016	473970.25	Travel	Tag Air, Inc.	TRAVEL: AIR	TAG AIR, INC.	West Palm Beach	FL
FEC	Donald J. Trump for President, Inc.	Oct 1, 2016	7519.36	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 1, 2016	7519.36	Payroll	Trump Payroll Corp	PAYROLL	TRUMP PAYROLL CORP	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 1, 2016	9000.0	Rent	Trump Plaza LLC	RENT	TRUMP PLAZA LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 4, 2016	458.77	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 5, 2016	1020.8	Lodging	Trump Hotel NY	TRAVEL: LODGING [AMEX: SB23.2859906]	TRUMP INTERNATIONAL HOTEL	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 6, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 6, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 7, 2016	234.0	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS [AMEX: SB23.2859906]	TRUMP RESTAURANTS	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 7, 2016	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 7, 2016	1000.0	Rent	Trump Restaurants LLC	RENT	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 7, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 7, 2016	169758.33	Rent	Trump Tower Commercial LLC	RENT	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 12, 2016	6039.88	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL/CATERING SERVICES	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	Oct 12, 2016	6039.88	Event	Eric Trump Wine Manufacturing, LLC	FACILITY RENTAL/CATERING SERVICES	ERIC TRUMP WINE MANUFACTURING, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	Oct 13, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 13, 2016	2574.43	Payroll	Trump Tower Commercial LLC	PAYROLL	TRUMP TOWER COMMERCIAL LLC	Hicksville	NY
FEC	Donald J. Trump for President, Inc.	Oct 14, 2016	3984.88	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 14, 2016	3984.88	Food	Trump Restaurants LLC	MEETING EXPENSE: MEALS	TRUMP RESTAURANTS LLC	New York	NY
FEC	Donald J. Trump for President, Inc.	Oct 14, 2016	1343.0	Lodging	Trump Virginia Acquisitions, LLC	TRAVEL: LODGING	TRUMP VIRGINIA ACQUISITIONS, LLC	Charlottesville	VA
FEC	Donald J. Trump for President, Inc.	Oct 14, 2016	1343.0	Lodging	Trump Virginia Acquisitions, LLC	TRAVEL: LODGING	TRUMP VIRGINIA ACQUISITIONS, LLC	Charlottesville	VA
